test_selector,class_name,newly_covered_lines,upgraded_to_full_lines
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,io.seata.config.Configuration,34;303;306-307;310-312;315,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.ConfigurationChangeListener,75-76;84,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Parser,1028-1030;1032;1035;1045;1056-1057;1059;1064-1066;1073;1082;1092-1093;1095;1103;1105;1107-1110;1129;1132;1134;1137;1149;1169;1171,1126;1146;1168;1170
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.slf4j.helpers.MessageFormatter,415,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.ConfigFuture,100-101;103-104;106;114;119-120;122,74;111
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.ConfigException$BadPath,198;201;204-205,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.ConfigurationCache$ConfigurationCacheInstance,119,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Tokenizer$ProblemException,25-27;30,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Token,15-16;18-22;26;53-54,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Tokenizer$TokenIterator,125-135;143;145;151-152;157;161-162;165;169;173;176-177;179;189;200;202-203;205;209;224;233;244;247;293-295;297-301;303;306;312-314;316;318-320;324;328;330-331;546-549;557;560;574-575;583-584;592;596-597;599-600;603-604;609;613;618;620;622;627-629;632-633;637;642-643;645-649;653,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Tokenizer,35;37;39;41;44;52,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Tokens,265;278;335;339-340;348;369-378;386;394,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Parser$Element,1015-1018,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.ConfigurationCache,33;44;56;58-60;72,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.ConfigurationCache$ObjectWrapper,132-133;135-139,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Tokens$UnquotedText,82-84;87,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.ConfigurationChangeEvent,39-45;53;91;119-120,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,io.seata.config.AbstractConfiguration,28;49;73-74;79;84;142;147-148;151,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Tokens$Problem,120-125;145-152,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.FileConfiguration$ConfigOperateRunnable,310-311;327;329;345;354,309;324;350
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.slf4j.helpers.NormalizedParameters,51;55-56;60,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.common.util.StringUtils,97,79
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.apache.seata.config.FileConfiguration,116-120;151;209-211;238-240;245-247,111;150;197;226
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.SimpleConfigOrigin,74;77,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.SimpleConfig,,144
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.apache.seata.config.AbstractConfiguration,63-64;111-112;117,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.apache.seata.config.Configuration,300,299
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.TokenType,6-22,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.Tokenizer$TokenIterator$WhitespaceSaver,63-66;74;77-78;86-88,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.slf4j.helpers.AbstractLogger,340-341;343;398-399;403;405,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.ConfigImplUtil,129,128
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.Parser,1056-1057;1059;1064-1066;1073;1105;1107-1110;1129;1132;1134;1137;1169,1126;1168
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.slf4j.helpers.MessageFormatter,415,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.ConfigFactory,74,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.apache.seata.config.ConfigFuture,100-101;103-104;106;114;119-120;122,74;111-112
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.apache.seata.config.file.SimpleFileConfig,39-40;44;46,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.ConfigException$BadPath,198;201;204-205,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.apache.seata.config.FileConfigFactory,45-47;51-53;57,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.Token,18-22;26,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.Tokenizer$TokenIterator,125-135;143;145;200;202-203;546-548;618;622;627-629;632-633;637;642-643;645;648-649;653,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.Tokenizer,52,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.Tokens,265;278;335;348;369-378,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,com.typesafe.config.impl.Parser$Element,1015-1018,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.apache.seata.config.FileConfiguration$ConfigOperateRunnable,310-311;315-316;327;330;332-333;335;345,309;314;324
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.apache.seata.common.loader.EnhancedServiceLoader$InnerEnhancedServiceLoader,722-724,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.slf4j.helpers.NormalizedParameters,51;55-56;60,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPutIfAbsentAndRemoveConfigAfterLatestConfigQueries,org.apache.seata.common.util.StringUtils,,79
