group_id,variant,candidate_file,manual_file,token_jaccard,shingle_jaccard_k5,lcs_token_ratio,codebleu,closeness_score,style_distance_to_manual,cyclo_avg,avg_method_loc,loc,methods
javaparser_javaparser_com_github_javaparser_ast_visitor_CloneVisitor.agentic,agentic,results/llm-out/javaparser_javaparser_com_github_javaparser_ast_visitor_CloneVisitor/com/github/javaparser/ast/visitor/CloneVisitor_ESTest_Adopted_Agentic.java,../collected-tests/manual/javaparser_javaparser/com.github.javaparser.ast.visitor.CloneVisitor/CloneVisitorTest.java,0.283987915407855,0.17348927875243664,0.15684410646387834,0.7143559242335572,0.35451996527014484,3.6849403162338104,1.1304347826086956,9.130434782608695,641,23
seata_seata_io_seata_config_FileConfiguration.adopted,auto,results/reduced-agt/seata_seata_io_seata_config_FileConfiguration/io/seata/config/FileConfiguration_ESTest_Top100.java,../collected-tests/manual/seata_seata/io.seata.config.FileConfiguration/FileConfigurationTest.java,0.233201581027668,0.03218645948945616,0.30607142857142855,0.14778873812345927,0.16184716120369394,0.22912720584676038,1.4166666666666667,13.083333333333334,193,12
seata_seata_io_seata_config_FileConfiguration.adopted,adopted,results/llm-out/seata_seata_io_seata_config_FileConfiguration/org/apache/seata/config/FileConfiguration_ESTest_Adopted.java,../collected-tests/manual/seata_seata/io.seata.config.FileConfiguration/FileConfigurationTest.java,0.7530864197530864,0.637120761451517,0.715012041744715,0.782960981248551,0.7196442151095807,0.08657218747211362,1.4545454545454546,7.2727272727272725,605,66
seata_seata_io_seata_config_FileConfiguration.agentic,agentic,results/llm-out/seata_seata_io_seata_config_FileConfiguration/org/apache/seata/config/FileConfiguration_ESTest_Adopted_Agentic.java,../collected-tests/manual/seata_seata/io.seata.config.FileConfiguration/FileConfigurationTest.java,0.7120622568093385,0.6057692307692307,0.6526624328285295,0.7347869735017163,0.6751117992088578,0.10463716509578204,1.3582089552238805,7.850746268656716,651,67
alibaba_druid_com_alibaba_druid_pool_DruidDataSource.adopted,auto,results/reduced-agt/alibaba_druid_com_alibaba_druid_pool_DruidDataSource/com/alibaba/druid/pool/DruidDataSource_ESTest_Top100.java,../collected-tests/manual/alibaba_druid/com.alibaba.druid.pool.DruidDataSource/DruidDataSourceTest.java,0.09615384615384616,0.004402054292002935,0.06522727272727273,0.18436231142473464,0.08890553349124505,9.380748964297075,1.178082191780822,8.027397260273972,750,73
alibaba_druid_com_alibaba_druid_pool_DruidDataSource.adopted,adopted,results/llm-out/alibaba_druid_com_alibaba_druid_pool_DruidDataSource/com/alibaba/druid/pool/DruidDataSource_ESTest_Adopted.java,../collected-tests/manual/alibaba_druid/com.alibaba.druid.pool.DruidDataSource/DruidDataSourceTest.java,0.11231884057971014,0.02731512325116589,0.07133620689655172,0.3841852772288496,0.160181129639257,9.553339963386719,1.1756756756756757,8.608108108108109,802,74
alibaba_druid_com_alibaba_druid_pool_DruidDataSource.agentic,agentic,results/llm-out/alibaba_druid_com_alibaba_druid_pool_DruidDataSource/com/alibaba/druid/pool/DruidDataSource_ESTest_Adopted_Agentic.java,../collected-tests/manual/alibaba_druid/com.alibaba.druid.pool.DruidDataSource/DruidDataSourceTest.java,0.1471698113207547,0.05399719495091164,0.11689518940274227,0.5997732582543588,0.24894413610628052,9.596316638409844,1.1756756756756757,8.283783783783784,704,74
orientechnologies_orientdb_com_orientechnologies_orient_core_record_impl_ODocument.adopted,auto,results/reduced-agt/orientechnologies_orientdb_com_orientechnologies_orient_core_record_impl_ODocument/com/orientechnologies/orient/core/record/impl/ODocument_ESTest_Top100.java,../collected-tests/manual/orientechnologies_orientdb/com.orientechnologies.orient.core.record.impl.ODocument/ODocumentTest.java,0.22033898305084745,0.04015056461731493,0.21016410799364743,0.17132400737687126,0.14954298980715483,0.43149896457113396,1.8823529411764706,12.058823529411764,255,17
orientechnologies_orientdb_com_orientechnologies_orient_core_record_impl_ODocument.adopted,adopted,results/llm-out/orientechnologies_orientdb_com_orientechnologies_orient_core_record_impl_ODocument/com/orientechnologies/orient/core/record/impl/ODocument_ESTest_Adopted.java,../collected-tests/manual/orientechnologies_orientdb/com.orientechnologies.orient.core.record.impl.ODocument/ODocumentTest.java,0.23430962343096234,0.04509445460085314,0.23292747485442034,0.17657510379919597,0.15994828717709128,0.4505304739651185,1.9,11.6,290,20
orientechnologies_orientdb_com_orientechnologies_orient_core_record_impl_ODocument.agentic,agentic,results/llm-out/orientechnologies_orientdb_com_orientechnologies_orient_core_record_impl_ODocument/com/orientechnologies/orient/core/record/impl/ODocument_ESTest_Adopted_Agentic.java,../collected-tests/manual/orientechnologies_orientdb/com.orientechnologies.orient.core.record.impl.ODocument/ODocumentTest.java,0.7033898305084746,0.6388022457891454,0.7010785824345146,0.7464345231138897,0.6964647132595083,0.283570277914559,2.5454545454545454,18.606060606060606,734,33
orientechnologies_orientdb_com_orientechnologies_orient_core_sql_parser_OMatchStatement.adopted,auto,results/reduced-agt/orientechnologies_orientdb_com_orientechnologies_orient_core_sql_parser_OMatchStatement/com/orientechnologies/orient/core/sql/parser/OMatchStatement_ESTest_Top100.java,../collected-tests/manual/orientechnologies_orientdb/com.orientechnologies.orient.core.sql.parser.OMatchStatement/OMatchStatementTest.java,0.12944983818770225,0.015263157894736841,0.14378801042571676,0.248289282976222,0.13371330198397147,2.4388819104201844,1.095890410958904,7.561643835616438,717,73
orientechnologies_orientdb_com_orientechnologies_orient_core_sql_parser_OMatchStatement.adopted,adopted,results/llm-out/orientechnologies_orientdb_com_orientechnologies_orient_core_sql_parser_OMatchStatement/com/orientechnologies/orient/core/sql/parser/OMatchStatement_ESTest_Adopted.java,../collected-tests/manual/orientechnologies_orientdb/com.orientechnologies.orient.core.sql.parser.OMatchStatement/OMatchStatementTest.java,0.29523809523809524,0.15217391304347827,0.1630780091775503,0.5650714504847153,0.3068368299415872,2.053773145191479,1.0952380952380953,6.580952380952381,919,105
orientechnologies_orientdb_com_orientechnologies_orient_core_sql_parser_OMatchStatement.agentic,agentic,results/llm-out/orientechnologies_orientdb_com_orientechnologies_orient_core_sql_parser_OMatchStatement/com/orientechnologies/orient/core/sql/parser/OMatchStatement_ESTest_Adopted_Agentic.java,../collected-tests/manual/orientechnologies_orientdb/com.orientechnologies.orient.core.sql.parser.OMatchStatement/OMatchStatementTest.java,0.3003194888178914,0.20766129032258066,0.18002556143874385,0.7216790708850455,0.37487111841361487,2.1428550595290545,1.0952380952380953,6.79047619047619,943,105
apache_incubator-shenyu_org_apache_shenyu_common_enums_PluginEnum.adopted,auto,results/reduced-agt/apache_incubator-shenyu_org_apache_shenyu_common_enums_PluginEnum/org/apache/shenyu/common/enums/PluginEnum_ESTest_Top100.java,../collected-tests/manual/apache_incubator-shenyu/org.apache.shenyu.common.enums.PluginEnum/PluginEnumTest.java,0.4148936170212766,0.08333333333333333,0.31496062992125984,0.27424293595378657,0.25324373017464324,0.4997573855558003,1.0,4.416666666666667,83,12
apache_incubator-shenyu_org_apache_shenyu_common_enums_PluginEnum.adopted,adopted,results/llm-out/apache_incubator-shenyu_org_apache_shenyu_common_enums_PluginEnum/org/apache/shenyu/common/enums/PluginEnum_ESTest_Adopted.java,../collected-tests/manual/apache_incubator-shenyu/org.apache.shenyu.common.enums.PluginEnum/PluginEnumTest.java,0.35398230088495575,0.1452513966480447,0.26575342465753427,0.33360392151131746,0.26760374055630665,0.603433624494123,1.1764705882352942,4.411764705882353,116,17
apache_incubator-shenyu_org_apache_shenyu_common_enums_PluginEnum.agentic,agentic,results/llm-out/apache_incubator-shenyu_org_apache_shenyu_common_enums_PluginEnum/org/apache/shenyu/common/enums/PluginEnum_ESTest_Adopted_Agentic.java,../collected-tests/manual/apache_incubator-shenyu/org.apache.shenyu.common.enums.PluginEnum/PluginEnumTest.java,0.55,0.3738738738738739,0.3929712460063898,0.8764244821267204,0.5636837560014563,0.5115624566212261,1.0,4.235294117647059,137,17
