class_name,added_lines,added_methods,added_branches,added_instructions
org.jboss.as.controller.PropertiesAttributeDefinition,2,1,0,4
org.jboss.as.controller.client.helpers.MeasurementUnit$Family,2,1,0,51
org.jboss.as.controller.client.helpers.MeasurementUnit$Scale$Type,2,1,0,27
org.slf4j.helpers.LegacyAbstractLogger,1,1,0,3
org.slf4j.helpers.BasicMDCAdapter$1,1,1,0,6
org.jboss.as.controller.AttributeParser$WrappedSimpleAttributeParser,1,2,0,4
org.jboss.as.controller.AttributeParsers$WrappedObjectListParser,1,2,0,4
org.slf4j.helpers.AbstractLogger,1,1,0,3
org.slf4j.helpers.NOPMDCAdapter,1,1,0,3
org.jboss.as.controller.MapAttributeDefinition$1,1,1,0,3
org.jboss.as.controller.security.CredentialReference$3,1,1,0,3
org.jboss.as.controller.AttributeParser$1,1,1,0,3
org.jboss.as.controller.AttributeParser$2,1,1,0,3
org.jboss.as.controller.AttributeParser$3,1,1,0,3
org.jboss.as.controller.AttributeParsers$UnWrappedObjectListParser,1,1,0,3
org.jboss.as.controller.AttributeParsers$ObjectParser,1,2,0,4
org.jboss.dmr.ModelValue$1,1,1,0,4
org.jboss.as.controller.capability.UnaryCapabilityNameResolver$4,1,1,0,5
org.jboss.as.controller.capability.UnaryCapabilityNameResolver$3,1,1,0,5
org.jboss.as.controller.capability.UnaryCapabilityNameResolver$5,1,1,0,5
org.jboss.as.controller.capability.UnaryCapabilityNameResolver$2,1,1,0,5
org.jboss.as.controller.capability.UnaryCapabilityNameResolver$1,1,1,0,5
org.jboss.as.connector.subsystems.common.pool.Constants$1,1,1,0,3
org.jboss.as.connector.subsystems.common.pool.Constants$2,1,1,0,3
org.jboss.as.controller.access.constraint.AbstractConstraintFactory,1,1,0,3
org.jboss.as.controller.DefaultAttributeMarshaller,1,1,0,3
