class_name,added_lines,added_methods,added_branches,added_instructions
org.apache.hc.core5.http.URIScheme,5,2,0,37
org.apache.hc.client5.http.impl.classic.HttpRequestRetryExec,5,2,0,14
org.apache.hc.client5.http.impl.cookie.RFC6265CookieSpecFactory,5,1,1,17
io.dropwizard.client.ConfiguredCloseableHttpClient,5,2,0,12
org.apache.hc.client5.http.impl.auth.SystemDefaultCredentialsProvider,5,2,0,14
ch.qos.logback.classic.spi.LoggerContextVO,5,1,0,15
com.codahale.metrics.NoopMetricRegistry,5,4,1,15
org.apache.hc.core5.http.config.CharCodingConfig$Builder,5,2,3,23
org.apache.hc.core5.http.ProtocolVersion,5,1,0,19
org.slf4j.helpers.Reporter$Level,5,2,0,39
org.apache.hc.client5.http.impl.ProtocolSwitchStrategy,5,2,0,15
ch.qos.logback.core.util.CachingDateFormatter$CacheTuple,4,1,0,9
ch.qos.logback.classic.util.LogbackMDCAdapter,4,1,0,18
ch.qos.logback.classic.spi.Configurator$ExecutionStatus,4,1,0,21
org.apache.hc.client5.http.impl.cookie.RFC6265CookieSpecFactory$CompatibilityLevel,4,1,0,34
org.apache.hc.client5.http.impl.classic.ExecChainElement,4,1,0,9
org.apache.hc.client5.http.cookie.BasicCookieStore,4,1,0,14
org.apache.hc.client5.http.socket.PlainConnectionSocketFactory,4,3,0,10
org.apache.hc.client5.http.protocol.ResponseProcessCookies,4,2,0,11
org.apache.hc.client5.http.impl.auth.BasicSchemeFactory,4,2,0,11
org.apache.hc.client5.http.protocol.RequestAddCookies,4,2,0,11
org.apache.hc.client5.http.impl.classic.HttpClientBuilder$RequestInterceptorEntry,4,1,0,9
org.apache.hc.client5.http.impl.auth.AuthenticationHandler,4,2,0,12
org.apache.hc.client5.http.impl.classic.HttpClientBuilder$ResponseInterceptorEntry,4,1,0,9
org.apache.hc.client5.http.impl.auth.AuthCacheKeeper,4,2,0,10
org.slf4j.helpers.BasicMDCAdapter,3,1,0,14
org.apache.hc.client5.http.impl.auth.BearerSchemeFactory,3,2,0,8
ch.qos.logback.core.util.StatusListenerConfigHelper,3,1,1,7
org.apache.hc.client5.http.protocol.RequestValidateTrace,3,2,0,8
ch.qos.logback.core.util.OptionHelper,3,3,1,12
org.apache.hc.client5.http.entity.GZIPInputStreamFactory,3,3,0,10
org.apache.hc.client5.http.protocol.RequestUpgrade,3,2,0,7
org.apache.hc.core5.pool.PoolReusePolicy,3,1,0,24
org.apache.hc.client5.http.impl.auth.DigestSchemeFactory,3,2,0,8
org.apache.hc.client5.http.impl.routing.DefaultRoutePlanner,3,1,2,10
org.apache.hc.core5.http.protocol.RequestTargetHost,3,2,0,8
com.codahale.metrics.httpclient5.HttpClientMetricNameStrategies,3,1,0,7
org.apache.hc.client5.http.entity.DeflateInputStreamFactory,3,3,0,10
org.apache.hc.core5.http.message.BasicLineFormatter,3,2,0,8
org.apache.hc.client5.http.impl.cookie.IgnoreCookieSpecFactory,3,1,0,8
org.apache.hc.client5.http.protocol.RequestClientConnControl,3,2,0,7
org.slf4j.helpers.BasicMarkerFactory,3,1,0,8
org.apache.hc.client5.http.impl.routing.DefaultProxyRoutePlanner,3,1,0,10
ch.qos.logback.core.util.ReentryGuardFactory$GuardType,3,1,0,15
org.apache.hc.core5.pool.PoolConcurrencyPolicy,3,1,0,24
org.slf4j.MDC,3,1,1,5
org.apache.hc.client5.http.impl.routing.SystemDefaultRoutePlanner,3,1,0,7
org.apache.hc.core5.http.impl.DefaultConnectionReuseStrategy,3,2,0,8
org.apache.hc.core5.ssl.SSLContexts,3,1,0,10
org.apache.hc.core5.http.impl.DefaultContentLengthStrategy,3,2,0,8
ch.qos.logback.core.util.StatusPrinter,3,2,0,10
org.apache.hc.core5.http.config.Registry,3,1,0,9
org.slf4j.helpers.Reporter$TargetChoice,2,1,0,15
ch.qos.logback.core.spi.FilterAttachableImpl,2,1,0,10
ch.qos.logback.core.util.ReentryGuard$ReentryGuardImpl,2,1,0,8
org.apache.hc.client5.http.impl.DefaultSchemePortResolver,2,2,0,8
org.apache.hc.client5.http.SystemDefaultDnsResolver,2,2,0,8
org.apache.hc.client5.http.cookie.CookieIdentityComparator,2,2,0,8
org.apache.hc.client5.http.psl.DomainType,2,1,0,34
org.apache.hc.client5.http.impl.ChainElement,2,1,0,84
ch.qos.logback.core.util.ReentryGuardFactory,2,1,1,7
org.apache.hc.client5.http.impl.routing.BasicRouteDirector,2,2,0,8
org.apache.hc.client5.http.protocol.RequestExpectContinue,2,1,0,3
org.apache.hc.client5.http.entity.BrotliDecompressingEntity,2,1,0,3
org.apache.hc.client5.http.impl.classic.CloseableHttpClient,2,2,0,7
ch.qos.logback.core.status.InfoStatus,2,1,0,6
org.apache.hc.core5.util.LangUtils,2,2,2,15
org.slf4j.helpers.NOPLoggerFactory,2,1,0,3
org.apache.hc.core5.pool.DefaultDisposalCallback,2,2,0,7
org.slf4j.helpers.ThreadLocalMapOfStacks,2,1,0,8
org.apache.hc.client5.http.impl.DefaultConnectionKeepAliveStrategy,2,2,0,8
org.apache.hc.core5.http.impl.io.NoResponseOutOfOrderStrategy,2,2,0,8
org.apache.hc.client5.http.impl.DefaultUserTokenHandler,2,2,0,8
org.apache.hc.client5.http.ssl.HttpsSupport,1,1,0,5
org.apache.hc.client5.http.impl.classic.HttpClientBuilder$RequestInterceptorEntry$Position,1,1,0,24
ch.qos.logback.core.pattern.Converter,1,1,0,3
ch.qos.logback.classic.spi.TurboFilterList,1,1,0,3
org.apache.hc.client5.http.impl.io.PoolingHttpClientConnectionManager$1,1,1,0,12
org.slf4j.helpers.BasicMDCAdapter$1,1,1,0,6
ch.qos.logback.classic.pattern.ThrowableHandlingConverter,1,1,0,3
org.apache.hc.client5.http.impl.classic.HttpClientBuilder$ResponseInterceptorEntry$Position,1,1,0,24
ch.qos.logback.core.encoder.EncoderBase,1,1,0,3
ch.qos.logback.classic.util.ContextInitializer$1,1,1,0,6
ch.qos.logback.core.pattern.FormattingConverter,1,1,0,3
ch.qos.logback.classic.pattern.ClassicConverter,1,1,0,3
ch.qos.logback.core.joran.spi.ConsoleTarget$1,1,1,0,3
ch.qos.logback.core.joran.spi.ConsoleTarget$2,1,1,0,3
io.dropwizard.client.HttpClientBuilder$3,1,1,0,9
io.dropwizard.client.HttpClientBuilder$1,1,1,0,3
org.apache.hc.core5.net.Ports,1,1,0,6
ch.qos.logback.core.spi.LogbackLock,1,1,0,3
org.slf4j.helpers.NOPMDCAdapter,1,1,0,3
