test_selector,class_name,newly_covered_lines,upgraded_to_full_lines
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsParameterizedTypeFalseWhenTypeNotSet,io.quarkus.qute.deployment.QuteProcessor$MatchResult,3025-3027;3055,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsPrimitiveFalseByDefault,io.quarkus.qute.deployment.QuteProcessor$MatchResult,3025-3027;3047,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsPrimitiveFalseForTypeVariable,org.jboss.jandex.ClassType,35-38;40-48;53-68;146-147;150-151,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsPrimitiveFalseForTypeVariable,org.jboss.jandex.Type,42-43;113-115;117;121-122,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsPrimitiveFalseForTypeVariable,org.jboss.jandex.Type$Kind,52;54;57;62;65;68;75;78;81;84,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsPrimitiveFalseForTypeVariable,org.jboss.jandex.Descriptor,9,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsPrimitiveFalseForTypeVariable,org.jboss.jandex.DotName,471-473;476-477;480-481;484;487,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsPrimitiveFalseForTypeVariable,org.jboss.jandex.TypeVariable,63;92-93;96-97;102-106;153,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsPrimitiveFalseForTypeVariable,io.quarkus.qute.deployment.QuteProcessor$MatchResult,3025-3027;3047;3063-3066;3079;3094,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintDoesNotThrowOnNullExpressionAndEmptyIndex,org.jboss.logmanager.JBossLoggerFinder$JBossSystemLogger,83;86-88;97,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintDoesNotThrowOnNullExpressionAndEmptyIndex,io.quarkus.qute.deployment.Types$AssignabilityCheck,140-143,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintDoesNotThrowOnNullExpressionAndEmptyIndex,org.jboss.logmanager.JBossLoggerFinder,36-39;42-49;53-58;69-70;72-75;79,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintDoesNotThrowOnNullExpressionAndEmptyIndex,org.jboss.logmanager.Level,29-30;36-41,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintDoesNotThrowOnNullExpressionAndEmptyIndex,org.jboss.jandex.EmptyIndex,14,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintDoesNotThrowOnNullExpressionAndEmptyIndex,org.jboss.jandex.IndexView,38,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintDoesNotThrowOnNullExpressionAndEmptyIndex,io.quarkus.deployment.BuildProducerImpl,18-21,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintDoesNotThrowOnNullExpressionAndEmptyIndex,io.quarkus.qute.deployment.QuteProcessor,2951;2954,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintDoesNotThrowOnNullExpressionAndEmptyIndex,io.quarkus.qute.deployment.QuteProcessor$MatchResult,3025-3027;3075,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintWithNullExpressionThrowsNPE,org.jboss.jandex.PrimitiveType,36-43;45;47-48;51-58;60-67;69-77;111-112;115-117,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#processLoopElementHintWithNullExpressionThrowsNPE,io.quarkus.arc.processor.DotNames,81;83-146;151-157;159-167;169-171;185;197-199;201-204,
